text_id,text,hate,moh_text
hasoc_en_4799,FUCKTRUMP  YOU ARE A STAIN ON THIS COUNTRY'S HISTORY.  YOU SHOULD BE ASHAMED OF YOURSELF AND YOUR ADMINISTRATION.,1,FUCKTRUMP YOU ARE A STAIN ON THIS COUNTRYS HISTORY YOU SHOULD BE ASHAMED OF YOURSELF AND YOUR ADMINISTRATION
hasoc_en_2932,I just had a delicious salad. FuckTrump,0,I just had a delicious salad FuckTrump
hasoc_en_2564,"I agree! England Cricket Board were just too clever to not bribe ICC to fix their beloved team's matches on occasions where the forecast is good in order to get a safe entry into the Semi-finals. But, don't be too happy because weather factor won't save you in semis. ShameOnICC",0,I agree England Cricket Board were just too clever to not bribe ICC to fix their beloved teams matches on occasions where the forecast is good in order to get a safe entry into the Semifinals But डोंट be too happy because weather factor wont save you in semis ShameOnICC
hasoc_en_5652,"Cross-posting from a friends FB post:  'Please supply the names and addresses of two referees whom we may approach, ideally one from your school or college and one from a former employer:' BorisJohnsonShouldNotBePM",1,पोस्टिंग from a friends FB post Please supply the names and addresses of two referees whom we may approach ideally one from your school or college and one from a former employer BorisJohnsonShouldNotBePM
hasoc_en1_3052,I began documenting Islamist attacks when hardly anyone was doing it. I reported about patterns when none was doing it. What I saw in Delhi's Hauz Qazi today would have left me numb if not for my earlier experiences and observations. Report soon,0,I began documenting Islamist attacks when hardly anyone was doing it I reported about patterns when none was doing it What I saw in एलिस फौज रजी today would have left me numb if not for my earlier experiences and observations Report soon
hasoc_en_2626,R u out of ur senses west bengal ? We are protesting and you are still hurting?              doctors_against_assualt DoctorsFightBack,0,R u out of उर senses west बेंगाल We are protesting and you are still hurting doctors_against_assualt DoctorsFightBack
hasoc_en_480,"Started feeling suspicious when a muslim delivery boy brings food from zomato, after incident of Muslim terrorists trying to poison prasad.",1,Started feeling suspicious when a मुस्लिमों delivery boy brings food from टमाटर after incident of Muslim terrorists trying to poison प्रसादजी
hasoc_en_1144,OH HELL NO! FuckTrump,0,OH HELL NO FuckTrump
hasoc_en_3727,Only gone and done it again dickhead,1,Only gone and done it again dickhead
hasoc_en_4841,Dear     You should have reserve days for WC matches. It's a WC match not u'r regular 1dy matches. It comes after 4 year. So u should be more vigilant while choosing venues.   You should apologise from every cricket fans for this mess.    ShameOnICC,1,Dear You should have reserve days for WC matches Its a WC match not उर regular 1dy matches It comes after 4 year So u should be more vigilant while choosing venues You should पालिशदार from every cricket fans for this mess ShameOnICC
hasoc_en_183,Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. FuckTrump,0,Correct Now is not the time for moderation You cannot be moderate with your head inside the tigers mouth FuckTrump
hasoc_en_4885,We all are proud of  for using Balidaan badge over his glove.   How can ICC take objection against this! When you allow big commercial brands logo but not National pride ?  Its utter nonsense.   DhoniKeepsTheGlove BCCI,1,We all are proud of for using बलिदान badge over his glove How can ICC take objection against this When you allow big commercial brands logo but not National pride Its utter nonsense DhoniKeepsTheGlove BCCI
hasoc_en_1910,Qld   Serial rapist photographer jailed for abusing 15children KyeJohnTanson gets 19yrs jail Such alousy sentence  He only has to service 80% of sentence  Cook states Tanson can’t be rehabilitated   ⁦ ⁦⁩ ⁦⁩,0,Qld Serial rapist photographer jailed for abusing छ्हिल्ड्रेन् KyeJohnTanson gets 19yrs jail Such आल्डुअस sentence He only has to service 80 of sentence Cook states साँसों cant be rehabilitated
hasoc_en_2334,If not possible to keep insignia on gloves  should have tattoo of insignia on his arms.      keepthegloves bcci DhoniKeepsTheGlove Dhoni   BalidaanBadge zeenews,0,If not possible to keep insignia on gloves should have tattoo of insignia on his arms keepthegloves बीसीसीआई DhoniKeepsTheGlove होनी BalidaanBadge न्यूज़
hasoc_en_4104,How she is relating the doctors security issue with political issue.. i guess she wants to make it political...🙄  DoctorsFightBack   DidiVsDoctors doctorsstrike,1,How she is relating the doctors security issue with political issue i guess she wants to make it political DoctorsFightBack DidiVsDoctors डाक्टरेट
hasoc_en_1315,"The talent pool for cricket administration in  is very limited. Umpiring gaffes, bails which don't come off, holding World Cup in the rainy months of May-June etc. But shameless  is unperturbed! Class action suit for mismanagement is reqd. ShameOnICC; WashoutWorldCup",0,The talent pool for cricket administration in is very limited Umpiring gaffes bails which डोंट come off holding World Cup in the rainy months of MayJune etc But shameless is unperturbed Class action suit for mismanagement is रैड ShameOnICC WashoutWorldCup
hasoc_en_3785,Respect India.  DhoniKeepTheGlove   DhoniKeepsTheGlove   KeepTheGlove,0,Respect India DhoniKeepTheGlove DhoniKeepsTheGlove KeepTheGlove
hasoc_en_1506,ICC you can stop dhoni but can't stop his fans . 🇮🇳 Jai Hind .  Msd DhoniKeepsTheGlove CWC19 INDvAUS BalidanBadge,0,ICC you can stop धोनी but cant stop his fans आई Hind Msd DhoniKeepsTheGlove CWC19 INDvAUS BalidanBadge
hasoc_en1_5650,WATCH 87 year old Charulata Patel who was seen cheering for India in the stands during BANvIND match: India will win the world cup. I pray to Lord Ganesha that India wins. I bless the team always. CWC19,0,WATCH 87 year old चारुलता Patel who was seen cheering for India in the stands during BANvIND match India will win the world cup I pray to Lord Ganesha that India wins I bless the team always CWC19
hasoc_en_5258,Imagine what the family members of the Bengahzi victims felt!! Their blood is on YOUR hands!!! MURDERER 🇺🇸🇺🇸🇺🇸🇺🇸,0,Imagine what the family members of the बेनगाजी victims felt Their blood is on YOUR hands MURDERER
hasoc_en_3277,dickhead Donald is a disgrace to The USA not so much to his family because they are all criminals like Individual1 who makes disgusting statements EVERY single day. On American or Foreign soil. LockHimUp VoteBlue2020 ImpeachTrumpNow,0,dickhead Donald is a disgrace to The USA not so much to his family because they are all criminals like इंडिविजुअल who makes disgusting statements EVERY single day On American or Foreign soil LockHimUp VoteBlue2020 ImpeachTrumpNow
hasoc_en_583,KathyGriffin TeamKathy FuckTrump Kathy Griffin: A Hell of a Story  … fathomevents via,0,KathyGriffin एंपैथी FuckTrump Kathy Griffin A Hell of a Story फैदम्स via
hasoc_en_1305,oval office moron. &lt;heavy sigh&gt; fucktrump,1,oval office moron हैवी सिंह ट्रम्प
hasoc_en_2112,What a great ful innings from our team india MenInBlue  DhoniKeepsTheGlove shockedkohilbydhonisix,0,What a great फ़ुल innings from our team इन्डिया MenInBlue DhoniKeepsTheGlove shockedkohilbydhonisix
hasoc_en_823,"“I met some brilliant police graduates with  in Birmingham today. We’re going to have 20,000 more police in the next three years, stopping violent crime and keeping communities safe.” – PM",0,I met some brilliant police graduates with in Birmingham today Were going to have pakad more police in the next three years stopping violent crime and keeping communities safe PM
hasoc_en_3863,"Earlier the Bengal is known for tagore raman bose dada rashgulla but now 'one' is ruining the whole of it.  DoctorsFightBack DoctorsProtest suffering is again only for commons, let them go back on their conditions!!!!",0,Earlier the Bengal is known for ठाकुर रामन् बोस दादाजी रसगुल्ले but now one is ruining the whole of it DoctorsFightBack DoctorsProtest suffering is again only for commons let them go back on their conditions
hasoc_en_3755,"should have so many better options to stop rain 😁 ,But they are not willing to doing anything.ShameOnICC",0,should have so many better options to stop rain But they are not willing to doing anythingShameOnICC
hasoc_en_268,"Now we can add FlagRapist to the resume of Traitor, Pedophile, Racist, Rapist and serial sexual predator of women !  via  MeToo",1,Now we can add अगैंस्ट to the resume of Traitor Pedophile Racist Rapist and serial sexual predator of women via MeToo
hasoc_en_4169,It sickens me to see it again.  Trump   TrumpIsATraitor,0,It sickens me to see it again Trump TrumpIsATraitor
hasoc_en_1415,"The Alabama abortionlaw forces girls and women not only to have a child of their rapist,     it also forces them to stay in contact to the criminal, because the rapist will be awarded with joined legal custody of the child",0,The Alabama abortionlaw forces girls and women not only to have a child of their rapist it also forces them to stay in contact to the criminal because the rapist will be awarded with joined legal custody of the child
hasoc_en_3918,Only to be informed of his complete and utter bullshit ...can’t stand the douche bag.  But you’re my fave person I follow hahahaha so I will gladly unfollow fucktrump,1,Only to be informed of his complete and utter bullshit cant stand the douche bag But यौर my fave person I follow हहहहहहहह so I will gladly फोलो ट्रम्प
hasoc_en_88,You supportdhoni  MSDHONI  DhoniKeSaathDesh  Dhoni ???  BCCI  CWC19  DhoniKeepTheGloves  DhoniKeepsTheGlove  DhoniKeepBalidaanBadgeGlove  BalidanBadge  Balidan  bbccricket  CricketWorldCup2019  WorldCup2019    Retweet 🔄 for msdhonigloves   Like 👍 👇,0,You स्पोर्ट MSDHONI DhoniKeSaathDesh होनी BCCI CWC19 DhoniKeepTheGloves DhoniKeepsTheGlove DhoniKeepBalidaanBadgeGlove BalidanBadge बलिदान क्रिसे CricketWorldCup2019 WorldCup2019 Retweet for msdhonigloves Like
hasoc_en_94,2 year extension? Looking at his tl and theres no mention of that. A retweet 5 hours ago that specifically mentions October 31st. Where did he say that?,0,2 year extension Looking at his तिल and टेरेसा no mention of that A retweet 5 hours ago that specifically mentions October 31st Where did he say that
hasoc_en_3612,😂😂😂😂😂 WHAT!? Sure🙄 try again! Douchebag,0,WHAT Sure try again Douchebag
hasoc_en_1321,The United States of America needs a new President! TrumpsAnInternationalDisgrace TrumpIsAFraud TrumpIsACriminal TrumpIsATraitor,0,The United States of America needs a new President TrumpsAnInternationalDisgrace TrumpIsAFraud TrumpIsACriminal TrumpIsATraitor
hasoc_en_1272,They don’t have the authority or legal right to do 98.5% of the shit they’re doing &amp; yet HERE WE ARE TrumpIsATraitor TrumpIsACriminal AmericansForImpeachment IndictTrump,0,They डोंट have the authority or legal right to do 985 of the shit ठहरने doing amp yet HERE WE ARE TrumpIsATraitor TrumpIsACriminal AmericansForImpeachment IndictTrump
hasoc_en_297,The average guy still trusts you Mamata. Don't fuck it all up like the Commies did. Too much at stake for the state now.,1,The average guy still trusts you ममता होंट fuck it all up like the Commies did Too much at stake for the state now
hasoc_en_4369,WorldBloodDonorDay FridayFeeling ABrandNewDayOutNow  ENGvWI SaveBengal ShameOnICC BoyWithLuv18thWin AmazonFashionXFossil VOPE    Link:,0,WorldBloodDonorDay FridayFeeling ABrandNewDayOutNow ENGvWI रवीना ShameOnICC BoyWithLuv18thWin AmazonFashionXFossil VOPE Link
hasoc_en1_5773,"ET TU, BRUTE   India wants to know",0,ET TU BRUTE India wants to know
hasoc_en_995,WHAT HAVE YOU DONE?,0,WHAT HAVE YOU DONE
hasoc_en_5323,its JohnMcCainDay . A true hero.  Not a traitor like you.  FuckTrump TrumpIsATraitor TrumpsWorseThanNixon TrumpsGuilty lockhimup,0,its JohnMcCainDay A true hero Not a traitor like you FuckTrump TrumpIsATraitor TrumpsWorseThanNixon TrumpsGuilty लोखी
hasoc_en_523,"Me and coworkers enjoying a nice ride, being civil and nice, until that one asshole brings up his lord and savior Donald Trump and I remember I got someplace to be.  FuckTrump Trumpoline MorningRuined TuckandRoll",1,Me and coworkers enjoying a nice ride being civil and nice until that one asshole brings up his lord and savior Donald Trump and I remember I got someplace to be FuckTrump ड्रमलीन MorningRuined TuckandRoll
hasoc_en_352,"No, Donald Trump, You Did Not Meet the “Prince of Whales.” Aquaman Would Never. Resist ResistTrump FuckTrump",0,No Donald Trump You Did Not Meet the Prince of Whales क़ुरान Would Never Resist सिस्टूम FuckTrump
hasoc_en_2584,Privileged white boy writes about men’s rights sugarcoating it as fight for freedom and enlightenment! it’s all about men and their fetish.  WarOnWomen DickHead,0,Privileged white boy writes about मीन्स rights sugarcoating it as fight for freedom and enlightenment its all about men and their fetish WarOnWomen पकड़
hasoc_en_2786,"Well, well, well--the first domino has fallen. See: Former White House aide Hicks agrees to testify to House panel investigating Trump   TrumpObstructedJustice TrumpisaTraitor",1,Well well वेल्थ first domino has fallen See Former White House aide Hicks agrees to testify to House panel investigating Trump TrumpObstructedJustice TrumpisaTraitor
hasoc_en_3507,Ask Diageo Rapist,0,Ask इमेज़ Rapist
hasoc_en_5473,Was just copying his format you Rapist.,1,Was just copying his format you Rapist
hasoc_en_1480,"Newstrack    MSDHONI a true patriot, not like other celebrities: girirajsingh     mahendrasinghdhoni DhoniKeepTheGlove DhoniKeepsTheGlove DhoniKeSaathDesh",0,स्टैपक MSDHONI a true patriot not like other celebrities राजसिंह mahendrasinghdhoni DhoniKeepTheGlove DhoniKeepsTheGlove DhoniKeSaathDesh
hasoc_en_224,"Muchas Gracias a  for thus great review of the Spanish edition of my pool, The Poet and the murderer Lecturas de Undine: RESEÑA: 'LA POETA Y EL ASESINO', SIMON WORRALL TrueCrime Forgery",0,उधास ग्रेसियास a for thus great review of the Spanish edition of my pool The Poet and the murderer लैक्चर दे नादीन RESEÑA LA POETA Y EL ASESINO SIMON WORRALL TrueCrime Forgery
hasoc_en_3307,". is the WorstPresidentEver     TrumpIsATraitor     LiarinCHIEF    VoteBlueToEndThisNightmare     Why does the . condone any candidate to accept FOREIGN INTEL in order to CHEAT?    TRUMP sent a signal to all FOREIGN OPERATIVES, I am ready to spit on Ethics!",0,is the WorstPresidentEver TrumpIsATraitor LiarinCHIEF VoteBlueToEndThisNightmare Why does the condone any candidate to accept FOREIGN INTEL in order to CHEAT TRUMP sent a signal to all FOREIGN OPERATIVES I am ready to spit on Ethics
hasoc_en_1562,Count duckula and igor or   and  ?  conservativeleadership ToryLeadershipContest BorisJohnsonShouldNotBePM,0,Count डुपुल and इगोर or and कंजरवेटिव ToryLeadershipContest BorisJohnsonShouldNotBePM
hasoc_en_3300,Carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye dickhead,0,Carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye dickhead
hasoc_en_5506,GandiNaaliAbuse  How can a PM of a country be abused like this.?Gande keede hi Gande Nale ki baat karenge,1,GandiNaaliAbuse How can a PM of a country be abused like ठिगने केड़े hi अंडे अले की बात करेंगे
hasoc_en_266,"Just in case you are wondering why the GOPTreason is in a stronghold. These people are afraid of TrumpIsATraitor and his sociopath behavior. But they are MORE afraid of a the data harvested by Russia “on some Republican-affiliated targets,” while digging on Hillary.  Reading 👇🏾",0,Just in case you are wondering why the GOPTreason is in a stronghold These people are afraid of TrumpIsATraitor and his sociopath behavior But they are MORE afraid of a the data harvested by Russia on some Republicanaffiliated targets while digging on Hillary Reading
hasoc_en_2493,Keep it moving TrumpIsATraitor ImpeachmentInquiryNow,0,Keep it moving TrumpIsATraitor ImpeachmentInquiryNow
hasoc_en_3329,Dear   pls concentrate on real issues. Don't make issues.  ICCWC2019 DhoniKeepsTheGlove  Dhonikesaathdesh,0,Dear एमपीएलएस concentrate on real issues होंट make issues ICCWC2019 DhoniKeepsTheGlove Dhonikesaathdesh
hasoc_en_1073,"A simile to 'banggaan ng barko' is 'banggaan ng eroplano'. With the sky so vast (not unlike the waters), when planes collide in flight, it is still an accident? Traitor . TraitorDuterte BoycottChina",0,A simile to बगान अंग बारो is बगान अंग योरोपीय With the sky so vast not unlike the waters when planes collide in flight it is still an accident Traitor TraitorDuterte BoycottChina
hasoc_en_391,Change your name to 'Amaal-Armaan' fanpage  Begging attention from their school going fans to get RT's and followers lol    Chutiya samajh rakha hai logo ko?  Douchebag,1,Change your name to महमाँ मैनेज Begging attention from their school going fans to get RTs and followers लो मूर्ख समझ रखा : हैं: logo को Douchebag
hasoc_en_645,"India is batting first,so we all have to wait till evening to see if Dhoni wears same gloves with insighnia!! 😙MSD BalidanBadge   DhoniKeepsTheGlove",0,India is batting फर्स्ट we all have to wait till evening to see if होनी wears same gloves with इनसिग्निया MSD BalidanBadge DhoniKeepsTheGlove
hasoc_en_1256,The Mayor  seemed far less concerned when he was pissing away millions on his Olympic legacy bid dickhead,0,The Mayor seemed far less concerned when he was pissing away millions on his Olympic legacy bid dickhead
hasoc_en_4541,IndiaWithDhoni DhoniKeepsTheGlove   Need of the hour trends and it’s a matter of honour n racist mentality of  rule is rule and rule for all,1,IndiaWithDhoni DhoniKeepsTheGlove Need of the hour trends and its a matter of आनर्स n racist mentality of rule is rule and rule for all
hasoc_en_4796,"In honour of pride, truck fump!!     Pride2019 fucktrump mug coffee lgbtq impeachtrumpnow impeachdonaldtrump coffeemug",0,In आनर्स of pride truck पम्प Pride2019 ट्रम्प mug coffee lgbtq impeachtrumpnow impeachdonaldtrump कौफ़ी
hasoc_en_263,I. can. not. wait fucktrump it's JohnMcCainDayJune14th,0,I can not wait ट्रम्प its JohnMcCainDayJune14th
hasoc_en_3043,"He's appalled at the reaction of the people to his measures, not the measures themselves.  dickhead",0,Hes appalled at the reaction of the people to his measures not the measures themselves dickhead
hasoc_en_3465,"Counting complaints isn't enough, it's high time to take action. Firstly digitize all the complaints received, push them online. Transfer case to CBI, they would do better and quicker justice. IMAFraud has again made the rich richer and poor poorer IMAFraudCase IMAJewels",0,Counting complaints इन्ट enough its high time to take action Firstly digitize all the complaints received push them online Transfer case to CBI they would do better and quicker justice IMAFraud has again made the rich richer and poor poorer IMAFraudCase IMAJewels
hasoc_en_2696,"If tomorrow the INDvPAK match washes out due to rain and mismanagement, than we are definitely gonna boycott the complete world cup. Your horrible bookings, unprofessionalism and mismanagement has ruined the CricketWorldCup2019   ShameOnICC   CWC19",0,If tomorrow the INDvPAK match washes out due to rain and mismanagement than we are definitely gonna boycott the complete world cup Your horrible bookings प्रोफेशनल्स and mismanagement has ruined the CricketWorldCup2019 ShameOnICC CWC19
hasoc_en_1110,ShameOnICC in INDIA the SCHOOL KID  know how to use WHEATHER FORECAST before going.....but ..ICC DON'T KNOW   how to use?? ....make me OFFICIAL of ICC....,0,ShameOnICC in INDIA the SCHOOL KID know how to use WHEATHER FORECAST before गोगांबू ICC DONT KNOW how to use make me OFFICIAL of ICC
hasoc_en_753,Now doubt women is not a sex object “ pagans” used treat someday object . Islam gave women all rights and all guidelines how to act with her husband. Now read Quran as Muslim and then talk . Don’t give us these pagans lectures,0,Now doubt women is not a sex object pagans used treat someday object Islam gave women all rights and all guidelines how to act with her husband Now read उरन as Muslim and then talk होंट give us these pagans lectures
hasoc_en_2315,"The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a no-deal Brexit as prime minister, a group of campaigners have warned.   BorisJohnsonShouldNotBePM  StopBrexit  SummerOfResistance  PutItToThePeople",0,The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a नोबल Brexit as prime minister a group of campaigners have warned BorisJohnsonShouldNotBePM StopBrexit SummerOfResistance PutItToThePeople
hasoc_en_2684,Everyone have rights &amp; Moral Duty to Show Respect For his Country's army &amp; Forces .      For Dhoni Nation First  So  Today All of India Says DhoniKeepsTheGlove   BalidaanBadge  DhoniKeSaathDesh         WorldCup2019 INDvAUS AUSvIND   ICCWorldCup2019,0,Everyone have rights amp Moral Duty to Show Respect For his कंट्री army amp Forces For होनी Nation First So Today All of India Says DhoniKeepsTheGlove BalidaanBadge DhoniKeSaathDesh WorldCup2019 INDvAUS AUSvIND ICCWorldCup2019
hasoc_en_2151,"FridayMotivation?  Correct Trump.    He wrote,  “The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! MAGA”  I say,  “Dishonest Trump will NEVER keep us from from restoring DEMOCRACY on behalf of all Americans!”    FuckTrump",0,FridayMotivation Correct Trump He wrote The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE MAGA I say Dishonest Trump will NEVER keep us from from restoring DEMOCRACY on behalf of all Americans FuckTrump
hasoc_en_5328,YOU WILL BE IMPEACHED &amp; JAILED! TrumpsAnInternationalDisgrace TrumpIsTheEnemyOfThePeople trumpisanationalsecuritythreat   TrumpIsATraitor TrumpIsACriminal TrumpObstructedJustice,0,YOU WILL BE IMPEACHED amp JAILED TrumpsAnInternationalDisgrace TrumpIsTheEnemyOfThePeople trumpisanationalsecuritythreat TrumpIsATraitor TrumpIsACriminal TrumpObstructedJustice
hasoc_en_947,"No matter what, Dhoni should stand his ground. He is not violating any rule. if so, let   announce Indian paramilitary as a sponsor and have the Balidhaan insignia on the shirts of our entire team DhoniKeepsTheGlove",0,No matter what होनी should stand his ground He is not violating any rule if so let announce Indian paramilitary as a sponsor and have the बलिदान insignia on the shirts of our entire team DhoniKeepsTheGlove
hasoc_en_4286,"This is douchebag Stan Kroenke. He says he moved the Rams b/c St. Louis is only a baseball town. However, there were more  fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan's shitty Rams teams in person.",1,This is डूश Stan रोएंगे He says he moved the Rams बहन चुदाई St Louis is only a baseball town However there were more fans tonight at the Enterprise Center and Busch Stadium watching the Blues on बुतरस than who watched टैंकों shitty Rams teams in person
hasoc_en_1653,Didn't realise you were an expert dickhead,1,इन्ट रीयलटाइम you were an expert dickhead
hasoc_en_1444,The Funniest Protest Signs From Trump’s Visit To The UK  FuckTrump TrumpSucks  Here are the funniest protest signs made by some brilliant UK citizens…,0,The Funniest Protest Signs From Trumps Visit To The UK FuckTrump TrumpSucks Here are the funniest protest signs made by some brilliant UK citizens
hasoc_en_1045,happy birthday you racist dumbass!!! I’m having tacos for lunch in your honor. And here’s a picture of your favorite senator. TrumpIsATraitor trumpsucks,1,happy birthday you racist ड्यूमास Im having tacos for lunch in your honor And हर्मोस a picture of your favorite senator TrumpIsATraitor ट्रकों
hasoc_en_1494,"Great, more reason for dissolvetheunion indyref2 BorisJohnsonShouldNotBePM",0,Great more reason for dissolvetheunion इन्द्रे BorisJohnsonShouldNotBePM
hasoc_en_2337,"The confusion created by the Right-Wing extremists, or otherwise known as Republicans, resulted in Trump in the White House    Reinstate CommonSense    TrumpIsATraitor CorruptGOP GOPcorruptionandcruelty GOPComplicitTraitors Resisters ResistersForum ResistanceUnited VoteBlue",0,The confusion created by the फायटिंग extremists or otherwise known as Republicans resulted in Trump in the White House Reinstate CommonSense TrumpIsATraitor करप्ट GOPcorruptionandcruelty GOPComplicitTraitors Resisters ResistersForum ResistanceUnited VoteBlue
hasoc_en_4298,"So if this can happen, I'm guessing that unicorns should exist.    They are both impossibly inexplicable scenarios      you need to be aware of public opinion, and I don't believe it's in favour of Boris.    BorisJohnsonShouldNotBePM",1,So if this can happen Im guessing that unicorns should exist They are both impossibly inexplicable scenarios you need to be aware of public opinion and I डोंट believe its in फेवर of Boris BorisJohnsonShouldNotBePM
hasoc_en_832,LoveSong For Bataclan PrayForParis: Toto    Africa        ParisAttacks,0,LoveSong For कैतालियाई PrayForParis Toto Africa ParisAttacks
hasoc_en_846,"Hindu-Muslim, India-Pakistan, same sex love story breaks all barriers. Internet is in love - Trending News News  …",0,हिन्दुत्व IndiaPakistan same sex love story breaks all barriers Internet is in love Trending News News
hasoc_en_1928,"A reminder of the views of Boris Johnson's father, an ex-spy, about the Irish border and the Irish.        BorisJohnsonShouldNotBePM Brexit",0,A reminder of the views of Boris जान्सन father an exspy about the Irish border and the Irish BorisJohnsonShouldNotBePM Brexit
hasoc_en_284,"What a joke to get support2 ‘Save the democracy’ frm fascist ruler  who destroyed democracy in her state by allowing TMC goons violent attack on innocents,killing opponents brutally, doctors & now professor 4students not chanting ‘Mamata Zindabad’",1,What a joke to get स्पोर्ट Save the democracy फार्मों fascist ruler who destroyed democracy in her state by allowing TMC goons violent attack on innocentskilling opponents brutally doctors now professor स्टूडेंट्स not chanting ममता जिंदाबाद
hasoc_en_2171,And the World Cup goes to ICC !!!  ShameOnICC,0,And the World Cup goes to ICC ShameOnICC
hasoc_en_333,Superb talent. Fucks up in SF with Roys wicket and in regret hands Eng the Cup in Finals..,1,Superb talent Fucks up in SF with Roys wicket and in regret hands Eng the Cup in Finals
hasoc_en_3650,"to  the other day, 'No collusion occurred in 2016, but I'm open to it on 2020.' FactsMatter TrumpRussia TrumpIsATraitor ImpeachmentHearingsNow LockHimUp 2020PresidentialElection BlueWave2020 FBR Resist",0,to the other day No collusion occurred in 2006 but Im open to it on pakad बैकस्कैटर रूसियों TrumpIsATraitor ImpeachmentHearingsNow LockHimUp 2020PresidentialElection BlueWave2020 FBR Resist
hasoc_en_536,"I'm laughing so hard, I can barely type this. I was literally threatened with this:     'Crawl back in to the hole you live in or face the wrath of the Scottbaioarmy '     What do you think CHACHI will do? Resisters  Resistance TrumpIsATraitor",0,Im laughing so hard I can barely type this I was literally threatened with this Crawl back in to the hole you live in or face the wrath of the Scottbaioarmy What do you think CHACHI will do Resisters Resistance TrumpIsATraitor
hasoc_en_4657,I can't believe even this turned communal. Doctors of all religions are protesting. We aren't divided. Were the rest of you sleeping earlier when other attacks were perpetrated by Hindus? Or was it not convenient for your narrative earlier? Stand United please   DoctorsFightBack,1,I cant believe even this turned communal Doctors of all religions are protesting We फरेन्ट् divided Were the rest of you sleeping earlier when other attacks were perpetrated by Hindus Or was it not convenient for your narrative earlier Stand United please DoctorsFightBack
hasoc_en_3639,Don't turn up to leader debates because you know you can't be arsed. Get for MPs pledge support for you. Yes makes senses. He is displaying the same level of contempt and entitlement that Theresa may showed before the last election. Toryleadership BorisJohnsonShouldNotBePM,0,होंट turn up to leader debates because you know you cant be arsed Get for MPs pledge support for you Yes makes senses He is displaying the same level of contempt and entitlement that Theresa may showed before the last election लीडरशिप BorisJohnsonShouldNotBePM
hasoc_en_4767,"It’s in a troll hole. Russia is a shithole that’s going to be in a world of hurt in January 20, 2021. FuckTrump FuckPutin",1,Its in a troll hole Russia is a सिथोले दैट going to be in a world of hurt in January 20 202 FuckTrump FuckPutin
hasoc_en_4301,YouTube pastor who celebrated Pulse massacre featured in ‘Make America Straight Again’ conference Resist ResistTrump FuckTrump,1,YouTube pastor who celebrated Pulse massacre featured in Make America Straight Again conference Resist सिस्टूम FuckTrump
hasoc_en_243,What alternative was suggested by him. Anything??,0,What alternative was suggested by him Anything
hasoc_en1_2811,"Shri  is a diligent Karyakarta of the Party, who has risen through the ranks due to his hardwork and organisational skills. Humble and affable, he is widely respected across the BJP family. Congratulations to him on becoming the Working President of the Party.",0,होरी is a diligent कार्यकर्ता of the Party who has risen through the ranks due to his नेटवर्क and आर्गेनाइजेशन skills Humble and affable he is widely respected across the BJP family Congratulations to him on becoming the Working President of the Party
hasoc_en_959,Doctors at Cuttack district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal DoctorsFightBack DoctorsStrike,0,Doctors at अटैक district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal DoctorsFightBack DoctorsStrike
hasoc_en_3799,"The video starts out very appropriate!  Trump IS A CARTOON! 🤡    Trump won because he was INSTALLED BY PUTIN &amp; has been defending Putin, and other MURDEROUS DICTATORS ever since!    TrumpIsATraitor   NotMyPresident",1,The video starts out very appropriate Trump IS A CARTOON Trump won because he was INSTALLED BY PUTIN amp has been defending Putin and other MURDEROUS DICTATORS ever since TrumpIsATraitor रेसीडेन्ट
hasoc_en_1831,Icc can see Ms dhoni badge but doesn't see the ground was not covered ShameOnICC,0,Icc can see Ms धोनी badge but दोस्त see the ground was not covered ShameOnICC
hasoc_en_4704,R. Kelly is a Child Molester and Sexual Predator pedophile chomo rapist prison rkelly Lock R. Up!!,1,R Kelly is a Child Molester and Sexual Predator pedophile होमो rapist prison कैली Lock R Up
hasoc_en_2335,"It may just drizzle for a few hours on sunday, but due to lack of covers and resulting wet outfield, the Ind-Pak match is likely to be abandoned shameonIcc",0,It may just drizzle for a few hours on संडे but due to lack of covers and resulting wet outfield the IndPak match is likely to be abandoned शामों
hasoc_en_5136,tragic  cannot believe people don't see these autos stopped in front of them.  douchebag drivers,0,tragic cannot believe people डोंट see these autos stopped in front of them डूश drivers
hasoc_en_3243,Beat me to it.    DoucheBag,0,Beat me to it DoucheBag
hasoc_en_3855,ICC turns down BCCI's request to allow  to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   DhoniKeepsTheGlove,0,ICC turns down BCCIs request to allow to continue wearing the army insignia on his पिकेटिंग gloves ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment DhoniKeepsTheGlove
