text,label,moh_text
bhagega tu . tere jaise kitne na pakistani dekha hai. tum kvi india aayega bhi nhi lekin rape ya muslim pe mar bakwaas krega,yes,भीगेगा तू तेरे जैसे कितने ना पाकिस्तानी देखा : हैं: tum कवि इन्डिया आएगा भी नहीं लेकिन rape ya मुस्लिमों पे mar बकवास करेगा
N Supporters saying agar NS jaega to sb jaengy .... Kyun bhai baqion ne tumhara rape kia hai k sab jaengy Ganjey k sath ?,no,N Supporters saying agar NS जाएगा to सभा जंग यूँ भाई बैनों ने तुम्हर rape क्या : हैं: k सभा जंग अणे k साथ
Bhai pe ek ladki ne rape case kr diya hai....jhutha,no,: हैं: पे एक लड़की ने rape case क्र दिया झूठा
Wah rashan card banvane ke name par rape krne mms banane vale khud kajri babu par alligation hai aap me sab rapist hai aur chale sikhane,yes,अह रसखान card बनने के name par rape कर्णे एमईएमएस बनने vale खुद कजरी बाबू par लिगेशन : हैं: आप me सभा rapist : हैं: और चले सिखाने
Abe bhutni ke thik se gyan lele aur search maar pata kar apne bahan beti ke saath sabse jyada kon rape kiya hai,yes,Abe भूटिया के ठीक से ग्यान लेले और search मार पाटा कर अपने वाहन बेटी के साथ सबसे ज्यादा क्यों rape किया : हैं:
Bas karo aab bude hai zyada rape bardashat nahin hoga,no,आस करो अब बुन्दे : हैं: ज्यादा rape बर्दाश्त नहीं होग
Nirbhaya was raped by Muslims..m pathetic community.. Jis Quam Ki Shuruwat Aisha k Rape..  @shahiddar128 @simranandsimoni,yes,निभाया was raped by मूसलमानों pathetic community इस गुवाम Ki शुरुआत Aisha k Rape
kisi besharam ky bachy agar cruppt log vote lain gy to kia wo teri behn ka rape kr sakty hain gandhi nali ki paidawar,no,किसी बेशरम क्या बचाय agar रुप्प log vote lain गया to क्या वो तेरी बहना का rape क्र सत्य हैं गान्धी नाली की पैदा
india me to sar am movies me rape hoti hai be sharmo media se bhi pardha nahi  kartay,yes,इन्डिया me to सार am movies me rape होती : हैं: be शाम media से भी स्पर्द्धा नहीं कर्ता
Sorry all of u sisters ye sarkar kabhi nahi chehegi ye wala niyam laagu ho kyunki 80% rape in leaders ke jaan pehchaan hi karte hai pic.twitter.com/QW2bvIvqqN,no,Sorry all of u sisters ye सरकार कभी नहीं छूटेगी ye वाला नियम लाग ho क्योंकि 80 rape in leaders के जान पहचान hi करते : हैं: pictwittercomQW2bvIvqqN
#MediaWillNotShowThis raju chandak ki pre planning #Bapuji ko jhute rape case mein fasane ki,no,MediaWillNotShowThis राजू चाण्डक की प्री planning बापूजी को झुटे rape case मेन फ़साने की
tumhare allah ki ma ki ankh..bc ab to sudhro..wo allah haramkhor 9 sal ki ayeaha  ka rape karata tha aur tum.usake gun gaate ho,yes,तुम्हारे ल्लाह की ma की आँख ab to सुधरो ल्लाह घटिया इंसान 9 साल की अयेगा का rape करता था और तुमके gun गाते ho
Har 3 min main india main larki ka rape hota hai phir in hi larkiyon say tum log paida hotay ho or india army join kartay ho or raw .,yes,अर 3 min main इन्डिया main अरकी का rape होता : हैं: फिर in hi लड़कियों say tum log पैदा होता ho or इन्डिया army join कर्ता ho or raw
Ladkiyo ko humare yaha rape krne ka sadhan mana jata hai! Yeh bhool gae likhna sir ?,yes,लड़कियों को हमारे यहाँ rape कर्णे का साधन माना जाता : हैं: एह भूल गए लिखना sir
"Kanchan ji,  1947 Punjabi kom ke saath rape hue the,  isse sikh aur Hindu ki nazar se dekhna galat hain",no,कंचन जी 1947 Punjabi कोसी के साथ rape hue the इससे सिखों और Hindu की नाजर से देखना गलत हैं
"@myogiadityanath Suadi,Qatar,Dubai k kanoon Jo rape k hai WO India mein lagu karlo aurte surakshit rahegi.ek bhi Rape nhi hoga",no,SuadiQatarDubai k कानून Jo rape k : हैं: WO India मेन लागू करलो करते सुरक्षित रहेगी भी Rape नहीं होग
@myogiadityanath ladkiyo ke rape ho rahe hai or aap ladkiyo k liye koi kanoon nhi bana rahe ho.,yes,लड़कियों के rape ho रहे : हैं: or आप लड़कियों k लिये कोई कानून नहीं बाना रहे ho
Abbey gang rape hai ye. Aur Pakistan me hua hai. Muje paki Se kya lena dena.,no,Abbey gang rape : हैं: ye उर Pakistan me हुआ : हैं: तुझे पालकी Se क्या लेना देना
@rsprasad  kuch toh kariye jaab humhari behne maa ka rape ho raha hai mara ja raha hai.kya galti thi is15 saal ki ladki ki.lachaar bana diya pic.twitter.com/KrxObAmeDx,no,कुछ तो करिये जवाब हमारी बेह्ने माँ का rape ho रहा : हैं: मारा जा रहा हैया गलती थी is15 साल की लड़की लाचार बाना दिया pictwittercomKrxObAmeDx
"@narendramodi modi g kab tak humhari sister,wife,mother ka rape hota rahega.kuch karte kyu nahi hai aap log.plz is ladki ko insaaf dilwaiye pic.twitter.com/5vXyEiZwaf",no,मोदी g कब तक हमारी sisterwifemother का rape होता रहेगा करते किन नहीं : हैं: आप एलजीपीएल is लड़की को इन्साफ दिलाईं pictwittercom5vXyEiZwaf
"Kashmir pandito ko mara gya unki ladies ke saath rape hua, kitne kasmiri pandit terrorist bane... tumare jaise log support kr inka husla bnt",no,Kashmir पण्डितों को मारा गया उनकी ladies के साथ rape हुआ कितने काश्मीरी पण्डितों terrorist bane तुमरे जैसे log support क्र इंका हौसला बंट
Kya hota ja raha hai hum logo kya rape Krne wale insaan nahi hote  disgusting,no,या होता जा रहा : हैं: hum logo क्या rape रोने wale इंसान नहीं होते disgusting
Sir chalti train m Muslim mahila ka rape ho jata hai aur rape kaun krta hai Desh ka sipahi... Ab kaha gyi aapki tasalli,no,Sir चलती train m Muslim महिला का rape ho जाता : हैं: और rape कौन कर्ता : हैं: देश का सिपाही Ab कहा : गई: आपकी तसल्ली
"Himachal mai ladki ke saath rape kr murder kr diya..,",no,िहमाचल माई लड़की के साथ rape क्र murder क्र दिया
Sarkar hi esi baat par bani Hai. hamare city Mai to cow se rape ka case Kar Diya pitne ke bad.medical semen sab check hua.jan lene wale the,no,सरकार hi ईएसआई बात par bani आई हमारे city Mai to cow से rape का case अर किया इतने के मेडिकल semen सभा check धुआँ लेने wale the
rape toh kar sakte hain.,no,rape तो कर सकते हैं
"ek patharbaj va petrol bam feknewale ko manavadhikar 10 lac ka muwavja , inaam de sakti hai to rape pidit ko kyo nahi, it means safed jhooth",yes,एक पठारा व petrol बैम रिन्युएबल को मनाकर 10 lac का मुआविया इनाम दे शक्ति : हैं: to rape पीते को क्यो नहीं it means सफेद होंठ
to pehle wala rape itna arsa qabl hua tha ke bacha bhi hogya? Aur ab wo usay dobara sonay par majboor kar raha tha? Maqsad kya tha uska,no,to पहले वाला rape इतना आरशा क़ाबिल हुआ था के बचा भी होग उर ab वो आशय दोबारा सोना par मज़बूर कर रहा था मकसद क्या था उसका
kyun Hitler ne kya NANI ka rape kiya thaa??,no,क्यूँ Hitler ने क्या NANI का rape किया था
Once a chutiya always a chutiya...IK aut apni ammi ki Nakam mohabbat ki nashai dekh jab Fawad teri baji ka rape kar raha tha pic.twitter.com/QHZjsuRAdf,yes,Once a मूर्ख always a मूर्ख मौत अपनी अम्मी की नाकाम मोहब्बत की नशा देख jab अवाद तेरी बाजी का rape कर रहा था pictwittercomQHZjsuRAdf
jisne kiya wo congress nekiya he aaj b riots hote he usme congree hindu women ka rape karti he sacchai pad lo,yes,जिसने किया वो congress किया he आज b riots होते he उसमें कांग्रेस हिन्दूस women का rape करती he सच्चाई pad lo
adha pakistan aur adha christian le gaye tumahre apne desh chod bhag gaye canada Uk me bacha kya? hum aur tum rape kiya kya kabhi?,no,आधा फिलीस्तीन और आधा christian ले गए तुमरे अपने देश चोदना भाग गए कैनेडा Uk me बचा क्या hum और tum rape किया क्या कभी
desh me abb subse jyada ekk Cheech chalraha he rape jiske pass Paisa he vo kuch be karskta he.usee to VIP banakar rakta he,no,देश me अभ सबसेट ज्यादा इक्का खीच चरचा he rape जिसे pass ऐसा he वो कुछ be करकोटा उसी to VIP बनाकर रक्त he
isse pyr hogaya kya suvr isse kissi k rape nhi kiya Tere suvr bhaiyo n Kiya wb mn,no,इससे प्यार होगा क्या सूरी इससे किसी k rape नहीं किया तेरे सूरी भाईयों n किया वैब मेन
tum logon ne indira ko mara uske baad 84hua .agar tumahra genocide aur rape karna tha to tumko 84 tak hi kyu rukhne dete hindu?akal lagao na,no,tum logon ने इन्द्रा को मारा उसके बाद हुआ agar तुम्हर genocide और rape कर्ण था to तुम्को 84 तक hi किन रुकने देते वेश्या लगाओ ना
ess kaam ke saat saat Jo apna desh ka rools be change kardiya too kushi hongi rape murder.ye subb Karne valeko paasimeladkkana,no,इससे काम के सात सात Jo अपना देश का रूसी be change कमरिया too खुशी होंगी rape मर्डर सुब्ब आर्ने वेल paasimeladkkana
kis invader teri maao ka rape kiya,yes,किस invader तेरी माओ का rape किया
kiske rape ki aulaad hai tu pehle pata kar jake,yes,किसके rape की पौलाद : हैं: तू पहले पाटा कर जेक
Aj india me baap beti ka rape karta,no,Aj इन्डिया me बाप बेटी का rape कर्ता
"simple hai-koi apna ghar redlight area mein banaega, khud racket chalaega tho rape hi tho dikhega na,,dhandha badaldo sabh theek hojayega",no,simple चकोरी अपना घर प्रीलाइट area मेन बनाएगा खुद racket चलेगा tho rape hi tho दीखेगा नहाना बदलो सब ठीक जाएगा
Ye choro.USA main rape ki tadad main shaded izafa.Jamhori log women ki Izzat nahi karty.Aasma an tum khamosh kiun.Wo Dosri bhi  khamosh kiun,no,Ye चोरों main rape की टाडा main shaded izafaJamhori log women की इज़्ज़त नहीं करता an tum खामोश किरनों श्री भी खामोश किन
Ye hamaaara hi kiyaa huwa h acharya Ji. Agr hamaari army wanha Julm naa karti unki betiyo kaa rape na karti unko maarti nhi to ye ab na hota,no,Ye हमार hi किया हुवा h आयार्य Ji Agr हमारी army वहाँ ज़ुल्म एनएआई करती उनकी बेटी का rape ना करती उनको मार्टी नहीं to ye ab ना होता
Vo isiliye coz humare yaha adhe case se jyada case fake hote hai..BT vo bhi reprt hote hai &...apke yaha to rape case reprt hi nhi hote...,no,Vo इसीलिए कोजी हमारे यहाँ बढ़े case से ज्यादा case fake होते : हैं: वो भी रिर्पोट होते : हैं: आपके यहाँ to rape case रिर्पोट hi नहीं होते
rapha kata lain dari rape brarti,no,रहा काटा lain दरी rape बाराती
Bata to 4 baar tumahara rape kiya hai ..wo bhi anal,no,एटीए to 4 बार तुम्हर rape किया : हैं: वो भी anal
Aur waise bhi hamne kaun sa teri behan ka rape kr diya jo tu hame rapsit bta rha hai tu saale jarur koi katwa hoga bc,no,उर वैसे भी हम्ने कौन सा तेरी बहन का rape क्र दिया जो तू हमें असित बाटा रहा : हैं: तू साले ज़रूर कोई काटोया होग बहन चुदाई
Tri maa ka rape kea tha pakistanio nay haram k pilloon. Himmat tm kutto ma hti nae.. aao LOC py maa bhen tmki na bhagaie to khna haramzaday,yes,रि माँ का rape किया था पाकिस्तानी nay हराम k पीलू हिम्मत तुम कुत्ता ma आती nae आवो LOC प्या माँ बहें ताकी ना भाई to कहना घटिया इंसान
To ye batao ke army ne kiya hai ya nahi aise koi kritya? Koi ghalati hui thi kya? Rape rape hi hai. Koi karega to ghalat hi hoga.,yes,To ye बताओ के army ने किया : हैं: ya नहीं ऐसे कोई केरिता Koi गलती हुई थी क्या Rape rape hi : हैं: Koi करेगा to हालत hi होग
To kisi army wale ne rape kiya tha kya? Jaante ho to bolo. Warna bakwaas mat karo. Army me saare sadhu hain? Kisi se ghalati nahi hoti?,no,To किसी army wale ने rape किया था क्या जान्ते ho to बोलो मरना बकवास mat करो Army me सारे sadhu हैं इसी से गलती नहीं होती
Hindu bhagwan ka naam le ke rape karte hai kya ??  Aur kya koi hindu unhe defend karta hai kya badi badi beard rakh ke ?,yes,Hindu भगवान् का नाम ले के rape करते : हैं: क्या उर क्या कोई हिन्दूस उन्हें defend कर्ता : हैं: क्या बड़ी बड़ी beard रख के
100 Dino mai Bohat vikash kiya UP ny pura hindustan dekh raha hy rape murder etc Yahi hy vikas,yes,10 Dino माई देहात विकास किया UP ने पुरा हिन्दुस्थान देख रहा हय rape murder etc राही हय विकास
Ho gayi siyasat logon ki jaan se sir kanun to pehle rape ka banna chahiye pehle balatkar rukni chahiye Hindustan me fir gaye ki baat kr lete,no,Ho : गई: सियासतों logon की जान से sir कानबुन to पहले rape का बना चाहिए पहले बलता रुकनी चाहिए Hindustan me fir गए की बात क्र लेते
Brahma ne apne bitiya ka rape kia uske bare me kya kahoge,no,Brahma ने अपने बिटिया का rape क्या उसके bare me क्या कहोगे
"suar or kuttey k tatton apni maa behnon ko suar se chudwane walon , rozana croron log rape hote hain Randistan main , Photoshop k tattey",no,सुसर or उत्ते k पैट्टोन अपनी माँ बेहनों को सुसर से छुड़ाने वालों रोज़ाना चोरों log rape होते हैं दार्दिस्तान main Photoshop k स्तन
"too apna khandan suar se chudwa kar aya hai , tere Randistan main tw rape bhi bohat hote hain , Lol Rapist Randians",no,too अपना खानदान सुसर से चूड़ा कर अया : हैं: तेरे दार्दिस्तान main tw rape भी भट्ट होते हैं Lol Rapist कैनेडियन
Ab to Aap ye bhi bologe ki rape or atnk failane walon ke sath bhi Modi ki sehmti hai warna unki Kya himt,no,Ab to आप ye भी बोलोगे की rape or आतंक फैला वालों के साथ भी गोदी की सहमी : हैं: वारना उनकी या हिट
Mama ke dabre se bahir a gaye ho kya baat ha.chote bacha ka rape howa tha qasoor me baad me pata chala ke tum b un ke sath the.ye ha hidmat,yes,Mama के डरे से बाहिर a गए ho क्या बात छोटे बचा का rape हाउ था क़सूर me बाद me पाटा चला के tum b उन के साथ थे ha ख़िदमत
Bulbul ji Aashiq Tera Hi aap ke saath Kisi Musalman Ne kar Dari ki hai kya Yeh gaddari nahi hai sali rape karte hain Musalman ki tokri hai,yes,बुलबुल जी आशिक़ एरा Hi आप के साथ इसी मुसलमानों Ne कर यारी की : हैं: क्या एह गद्दारों नहीं : हैं: असली rape करते हैं मुसलमानों की टोकरी : हैं:
kyu madhu apne upar bhi toh film banao.ki tum kaise film mai role dene ka promise kar ke rape karte ho.pahle apne gireban mai dekho..,yes,किन मधुर अपने उपर भी तो film बाँकी tum कैसे film माई role देने का promise कर के rape करते पहले अपने गिरेबाँ माई देखो
Doctor chutiye terrorist Hindu bhi hai.lalu kon hai Hindu uske 11 bache hai aur ha 11k rape ya shaadi kisne aur konse bagwan ne ki chck kar,yes,Doctor मूर्ख terrorist Hindu भी हलाल क्यों : हैं: Hindu उसके 171 बच्चे : हैं: और ha 11k rape ya शादी किसने और कोने भगवान् ने की चैक कर
Aur rape karne wale ka?? Arey uska kya usme toh humare desh ko aur naam kamana hai,yes,उर rape कर्णे wale का अरे उसका क्या उसमें तो हमारे देश को और नाम कामना : हैं:
Par har 26min me desh me rape hota hai,no,Par हर मीन me देश me rape होता : हैं:
Bhai anti Romeo squad phle hi din banaya gaya.aur Mulayam singh yadav ne kaha tha Ladake rape karte hai to kya hua galti se karte hai,yes,: हैं: anti Romeo squad पहले hi din बनाया गया मुलायम सिंह यादव ने कहा था सदके rape करते : हैं: to क्या हुआ गलती से करते : हैं:
Agar desh me education bardega to rapes murder corruption kaam hoga,no,Agar देश me education भरेगा to rapes murder corruption काम होग
Yaha hindu hi hindu ka rape kare tab koi nahi ata,no,अहा हिन्दूस hi हिन्दूस का rape करे tab कोई नहीं एटीए
"Gau Hatya, beef exports, kashmiriyat ke Naam par haivaniyat, Bengal Kerala mein Hindu ki Hatya, rape aur loot, Kahan tak sahega Hindu?",no,Gau सत्या beef exports कश्मीरी के आम par पवनिया Bengal केरह मेन Hindu की सत्या rape और loot जहान तक सहेगा Hindu
Chinta kt kro beta madhur  tmko tmri bhakti ke lie rajya sabha mn entry mil jaegi bo bhi rape ke aarop lge hone ke baad bhi..,no,चिंता kt करो beta मधुर तुम्को तुमरी भक्ती के lie राज्यसभा सभा मेन entry mil जाएगी बो भी rape के आरोप लगे hone के बाद भी
Sir gau humare liye bht imp hai pr kya humare desh ki ladkiyan nahi hai??aaye din rape ho rahe hai hum kuch nahi kr rahe,no,Sir गाँव हमारे लिये भट्ट imp : हैं: pr क्या हमारे देश की लड़कियँ नहीं हवाए din rape ho रहे : हैं: hum कुछ नहीं क्र रहे
"haan poocha, usne ek din rape ke kosis par kar nahe paya kyonki wo hizda thaa. see where is his wife",yes,हां पूछा उसने एक din rape के कोशिश par कर नचे पाया क्यूँकि वो खिज़ा था see where is his wife
Ali bhai aaj kisi ne uworld se deep rape Kia hay. Dard horahi hay :p,no,Ali भाई आज किसी ने वर्ल्र्ड से deep rape Kia hay दार्द खोराही hay p
Ye kya chlaa hai jab tak wo khatm nahi hote tab tak humaare desh me rape murder khatm nahi honge unhe faansi do plzzzz sir,no,Ye क्या चला : हैं: jab तक वो खत्म नहीं होते tab तक हमारे देश me rape murder खत्म नहीं होंगे उन्हें फानी do plzz sir
Humaare Hindustan k logo KO pakistaaniyo se bdlaa chahiye Jo apne hi desh me 15 saal ki ladki k saath rape kar k use jaan se maar diya gya,yes,हमारे Hindustan k logo KO पाकिस्तानी से बदला चाहिए Jo अपने hi देश me 15 साल की लड़की k साथ rape कर k use जान से मार दिया गया
14 sal ka bachcha rape kar deta hai tum to ghotale Ki baat kar rahe ho. Mangadhant kahani banane se koi vishwash nahi kar lega,no,14 साल का बच्चा rape कर देता : हैं: tum to घोटाला Ki बात कर रहे ho मगध कहानी बनने से कोई विश्वास नहीं कर लेगा
Bach ke re tu bhai rape wape hojana h tera kisi din,yes,Bach के re तू भाई rape अपने होजा h तेरा किसी din
Ek din ayega ki tumahara hi rape hoga aur jam kad rape hoga,yes,Ek din आएगा की तुम्हर hi rape होग और jam कड़ rape होग
Bhakto ka kaam sirf bhaukna hai wo b sirf yaha twitter par fir bjp IT cell ki shift khatam karte hai aur rape karne k liye bandi dhundte he,yes,हातो का काम सिर्फ़ भाकना : हैं: वो b सिर्फ़ यहाँ twitter par fir भाजपाई IT cell की shift खाता करते : हैं: और rape कर्णे k लिये बंदी ढूँढे he
Rupa ganguly ko batao k rape yaha applicable hota ha. Iske baare me kya kahengi jab ladkiyo ko agwaa karke ye dhanda chalate h. Chupgayi kya,no,यूपीए गांगुली को बताओ k rape यहाँ applicable होता ha उसके बारे me क्या कहेंगी jab लड़कियों को हवा करके ye धंधा चलते h उगाई क्या
Tuu kar ke dekh Le rape.. Pata chal jayega... Chu....a aapiye  https://twitter.com/VishalDadlani/status/885766000234209280¬†‚Ä¶,no,Tuu कर के देख Le rape एटीए चल जाएगा हुआ आईये
Isko dekh kr lgta h ye bhi kafi baar shikar hui rape ki,no,उस्को देख क्र लगता h ye भी काफी बार शिकार हुई rape की
"Pahle sabut-sach ko janiye, parakhiye fir boliye,FIR dekhiye ,police ke statements dekhiye,FIR me rape ka jikra nahi aur aarop jhuthe hai",no,पहले साच को जानिये रखिये fir बोलिए देखिये police के statements देखिये me rape का जिक्र नहीं और आरोप झूठे : हैं:
Toh kya muhammad ne other religion ki auraton ka rape kiya unko kafir bol ke??? Rakshas toh sab mulle aur pisslims hain. Answer me.,no,ओं क्या मोहम्मद ने other religion की रातों का rape किया उनको काफिरों बोल के यक्षों तो सभा मुस्लिम और इस्लाम हैं Answer me
"Sir ji , gurgaon me ho rahe lagatar rape crime ko dekhte hue to aisa lagta nahi . Fir bhi aapko lag raha hai to aapki sarkar ko badhai .",no,Sir जी गुड़ेगांव me ho रहे लगातार rape crime को देखते hue to ऐसा लगता नहीं Fir भी आपको lag रहा : हैं: to आपकी सरकार को बधाई
ye dropdi ji 15 din mai rape ki garenty de rahi hai..lagta hai inho ne hi koi contract le rakha hai..nari k sammn wale kha h @richaanirudh,yes,ye द्रौपदी जी 15 din माई rape की गारमेंट दे राही खिलता : हैं: इनफो ने hi कोई contract ले रखा हारी k सामने wale खा h
himachal  Pradesh K Kotkhai  m Kuch dino pehle Ek gudiya ka rape  hua aur  use  berhami se mar diya gya phir police  me janch ki lekin wo,no,िहमाचल प्रदेश K कोटखी m कुछ डीनो पहले Ek गुड़िया का rape हुआ और use बेरहमी से mar दिया गया फिर police me जाँच की लेकिन वो
@SwetaSinghAT @rahulkanwal apko bhi pata hai rape victims ko insaf nhi milta hai aur baat choti states ki ho toh best anchors bh chup rhte h,no,आपको भी पाटा : हैं: rape victims को इन्साफ नहीं मिलता : हैं: और बात चोटी states की ho तो best anchors भी चुप रहते h
"Iska rape nahi hua,  ye to chahte he de deti he.",no,स्का rape नहीं हुआ ye to चाहते he दे देती he
jo bahar se aaye. Tum hare ancestor ko Mara rape kiya Forcefully Convert kiya... aur aaj 2017 me tum islam-islam ka gana gaa rahe ho,no,जो बहार से आये Tum hare ancestor को Mara rape किया Forcefully Convert किया और आज 2017 me tum इस्लामी का गाना गा रहे ho
Mamta bannerjee ka rape mat karna vo... iske lyk nahi hai...shemale..,yes,ममता बनर्जी का rape mat कर्ण वो इसके लायक नहीं शाशमल
Mari ukaaat ki baat karta ha kisi madchod ki ulad phele apne wahan k halat theek kr har 15 mnt ma aik larki ka rape hota,yes,Mari कट गया की बात कर्ता ha किसी कमीने की लाड पहले अपने वहाँ k हालत ठीक क्र हर 15 मैन्ट ma लायक अरकी का rape होता
@ravishndtv hello sir please Himachal shimla rape and murder case bhi dikaho Apne news channel par koi bhi BADA news channel nhi dikha raha,no,hello sir please िहमाचल शिमला rape and murder case भी दिखाओ अपने news channel par कोई भी BADA news channel नहीं दिखा रहा
As if Islamic Nation Pakistan mein rape hote hi nahi hai pic.twitter.com/ZiobWTydXv,no,As if Islamic Nation Pakistan मेन rape होते hi नहीं : हैं: pictwittercomZiobWTydXv
Nabalik bachiyo ka rape karne wale ki khabar nahi dikhayi to itna bura kyu lag raha hai.tumhari betiya ghar me safe hai.. Hamare mahan saint,no,अम्बालिका बचियो का rape कर्णे wale की खबर नहीं दिखाई to इतना बुरा किन lag रहा तुम्हरी बेटियाँ घर me safe : हैं: हमारे महान saint
Wat is this nonsense jo witnesses mare gaye unka zimmevar kon h koi bhi lady khamakha thori khaegi ki mera rape hua #CleanChitToAsaramBapuji,yes,एट is this nonsense जो witnesses mare गए उनका जिमर क्यों h कोई भी lady कामाख्या थोरियम खनकेगी की मेरा rape हुआ CleanChitToAsaramBapuji
Pndavo ne rape ni kiya tha maa k khne pr vivah kiya tha na ki 30 din fatima ko bhokha pyasa rkha tha... @,no,नवो ने rape नहीं किया था माँ k कहने pr विवाह किया था ना की तीस_num din फातिमा को झोंका प्यासा रखा था
Abe bhai kya keh re ho soch to lo bhai yogi g ne kb rape kiya haa..???  Galat baat ni jo fact h vo bolo n ki kuch bhi bol doge,no,Abe भाई क्या कह re ho सोच to lo भाई yogi g ने कब rape किया हा हालत बात नहीं जो fact h वो बोलो n की कुछ भी बोल doge
"Kashmir se kashmiri pandito k saath rape krenge, unhe mar k apni hi jagah se bhagne pr majbur kr denge",yes,Kashmir से काश्मीरी पण्डितों k साथ rape करेंगे उन्हें mar k अपनी hi जगह से भागने pr मजबूर क्र देंगे
Teri aapi ka rape ho gaya,no,Teri आपनी का rape ho गया
Tm to 4th per ho  jis ny rape karna hai India chala jaye,no,Tm to 4th per ho जिस ने rape कर्ण : हैं: India चला जाए
Dikh raha. Kashmir me danga ho raha. Auraton par goli chal raha. UP me SP office ke peechhe gang rape ho raha. Ye hai sachchai,no,लिख रहा Kashmir me दंगा ho रहा रातों par गोली चल रहा UP me SP office के पीछे gang rape ho रहा Ye : हैं: सच्चाई
ek aurat ho kar aurat ki rape bat  karrhi ha owh tum ko sarrm ani cahiy,yes,एक औरत ho कर औरत की rape bat करारी ha ओं tum को सर आणि चाहिए
Hindu rape hindu girl,yes,Hindu rape हिन्दूस girl
Kas yisi tarah udh astar pe rape aur dacaiti Ko v rok lete and murder ko,no,आस इसी तरह उड़ बस्तर पे rape और डकैती Ko v रोक लेते and murder को
#CleanChitToAsaramBapuji his tarah Salman ne Hiran Ko nahi mara that usi tarah Asaram ne rape nahi Kiya tha,yes,CleanChitToAsaramBapuji his तरह सलमान ने ईरानी Ko नहीं मारा that उसी तरह सरम ने rape नहीं किया था
Kaun sa Hindu baccho ka rape karta hai chutiye,no,कौन सा Hindu बच्चो का rape कर्ता : हैं: मूर्ख
"Sirf rape hi nahin, nikah karte hain aur Musalman banate hain Hindu ladkiyon ko patake. #LoveJihad bolte hain ajkal.",yes,सिर्फ़ rape hi नहीं निकाह करते हैं और मुसलमानों बनाते हैं Hindu लड़कियों को पटक LoveJihad बोलते हैं आजकल
Sir me himachal predesh se hu sir agr apne social media  me  dekha hoga ki himachal k kotkhai me 10th ki student ki rape k baad nirmum htya,no,Sir me िहमाचल पर्देश से हूँ sir एगार अपने social media me देखा होग की िहमाचल k कोटखी me 12वीं की student की rape k बाद एनआईआरएम हत्या
Yeh toh aisi lag rahi jaise yehi kar de rape.....,no,एह तो ऐसी lag राही जैसे येही कर दे rape
"Kyunki unhe #rape chillane pe TRP milta hai. Uske baad woh jhoot nikle toh, unhe usme interest nahi rehta #CleanChitToAsaramBapuji",yes,क्योंकि उन्हें rape चिल्ला पे TRP मिलता : हैं: उसके बाद वो होंठ निकले तो उन्हें उसमें interest नहीं रहता CleanChitToAsaramBapuji
Delhi gang rape K kamino ko Abhi tk jinda rkha h aur ek ko to sudhar Kendra bhej diya.. Aur aanand pal ko farji encounter kra,no,Delhi gang rape K एमीनो को भी तक जिंदा रखा h और एक को to सुधार Kendra भेज दिया उर आनंद pal को फ़र्ज encounter कोरा
lagta hai ki 5 Husbands rakhne wali (Draupadi) bhi rape ke paida hui hai,yes,लगता : हैं: की 5 Husbands रखने वली द्रौपदी भी rape के पैदा हुई : हैं:
Aur wo jo 2 sal pehle rape hua uska? Molestation ka? Chori hui uska ? pic.twitter.com/CvpvRMVq1d,no,उर वो जो 2 साल पहले rape हुआ उसका Molestation का होरी हुई उसका pictwittercomCvpvRMVq1d
"Adibasi 4 Mahila rape hua kuch samaj birodi k haat, adbasi sab gusse may saher may aakr gussa dikhaya, plz coverge kigiye, Raiganj, 733134",no,आदिवासियों 4 महिला rape हुआ कुछ समाजी िबड़ोदी k हाट आदिवासियों सभा गुस्से may सहर may आकर ग़ुस्सा दिखाया प्लाजा कवरेज कीजीये रानीगंज 733134
Bilkul Sahi Kaha aapne..aur agar koi rape and death threats deta ho to wo ek bhakt hai kyu ki asi sigh bahakt hi rkh skte hai...!,no,बिलकुल राही अहा आपने agar कोई rape and death threats देता ho to वो एक भक्त : हैं: किन की एएसआई sigh बहकता hi रुख सकते : हैं:
Shimla gang rape me 2 aaropi pakde gye jinka aaj medical krwaya hai to jo pakde hai woh kaun hai?? Aakhir ye himchal mei chl kya rha h???,no,हैमलेट gang rape me 2 आरोही पकडे गए जिनका आज medical कारवाँ : हैं: to जो पकडे : हैं: वो कौन : हैं: आखिर ye िहमाचल मेंइ चल क्या रहा h
Abhi bhi tm logo ka english se purana love chal raha tm chahte ho k wo ake phr se tm logo ka rape kre baqi bhi english mai cnvrt ho .,no,भी भी तुम logo का इंग्लैंड से पुराणों love चल रहा तुम चाहते ho k वो आके फिर से तुम logo का rape करे बाक़ी भी इंग्लैंड माई कन्वर्ट ho
bhai ke rape case pe kaun marham laga raha hai sir @iravishndtv kabhi uski bhi charcha kar liya kariyehttps://twitter.com/iravishndtv/status/886199232851521536¬†‚Ä¶,no,भाई के rape case पे कौन मरहम लगा रहा : हैं: sir कभी उसकी भी चर्चा कर लिया करिये
Bike huye bhakto ka kaam yahi hota he,no,Bike हुए बहको का काम यही होता he
Kahne ka matlab ham beef nahin khaate lekin rubber ke joote pahante hain. Lekin leather ke joote pahanne waale se nafrat naheen karta.,no,रहने का मैटलैब ham beef नहीं खाते लेकिन rubber के जोत पहनते हैं लेकिन leather के जोत पहने वाले से नफ़रत नहीन कर्ता
